embedding_type,metric,subject_id,embedding_dim,score
tphate,p,avatarRT_sub_08,10,0.001
tphate,p,avatarRT_sub_10,10,0.001
tphate,p,avatarRT_sub_11,10,0.001
tphate,p,avatarRT_sub_13,10,0.017
tphate,p,avatarRT_sub_14,10,0.041
tphate,p,avatarRT_sub_15,10,0.027
tphate,p,avatarRT_sub_16,10,0.226
tphate,p,avatarRT_sub_17,10,0.001
tphate,p,avatarRT_sub_18,10,0.459
tphate,p,avatarRT_sub_19,10,0.001
tphate,p,avatarRT_sub_21,10,0.001
tphate,p,avatarRT_sub_22,10,0.001
tphate,p,avatarRT_sub_23,10,0.001
tphate,p,avatarRT_sub_24,10,0.004
tphate,p,avatarRT_sub_25,10,0.001
tphate,p,avatarRT_sub_05,15,0.001
tphate,p,avatarRT_sub_06,15,0.001
tphate,p,avatarRT_sub_07,15,0.001
tphate,p,avatarRT_sub_08,15,0.001
tphate,p,avatarRT_sub_10,15,0.001
tphate,p,avatarRT_sub_11,15,0.004
tphate,p,avatarRT_sub_13,15,0.021
tphate,p,avatarRT_sub_14,15,0.029
tphate,p,avatarRT_sub_15,15,0.017
tphate,p,avatarRT_sub_16,15,0.228
tphate,p,avatarRT_sub_17,15,0.001
tphate,p,avatarRT_sub_18,15,0.02
tphate,p,avatarRT_sub_19,15,0.001
tphate,p,avatarRT_sub_21,15,0.001
tphate,p,avatarRT_sub_22,15,0.001
tphate,p,avatarRT_sub_23,15,0.001
tphate,p,avatarRT_sub_24,15,0.001
tphate,p,avatarRT_sub_25,15,0.001
tphate,p,avatarRT_sub_05,20,0.001
tphate,p,avatarRT_sub_06,20,0.001
tphate,p,avatarRT_sub_07,20,0.001
tphate,p,avatarRT_sub_08,20,0.001
tphate,p,avatarRT_sub_10,20,0.001
tphate,p,avatarRT_sub_11,20,0.001
tphate,p,avatarRT_sub_13,20,0.024
tphate,p,avatarRT_sub_14,20,0.025
tphate,p,avatarRT_sub_15,20,0.024
tphate,p,avatarRT_sub_16,20,0.328
tphate,p,avatarRT_sub_17,20,0.001
tphate,p,avatarRT_sub_18,20,0.047
tphate,p,avatarRT_sub_19,20,0.001
tphate,p,avatarRT_sub_21,20,0.001
tphate,p,avatarRT_sub_22,20,0.001
tphate,p,avatarRT_sub_23,20,0.001
tphate,p,avatarRT_sub_24,20,0.001
tphate,p,avatarRT_sub_25,20,0.001
pca,r,avatarRT_sub_05,2,0.003321761
pca,r,avatarRT_sub_06,2,-0.003609756
pca,r,avatarRT_sub_07,2,0.004209199
pca,r,avatarRT_sub_08,2,0.005161681
pca,r,avatarRT_sub_10,2,0.002450906
pca,r,avatarRT_sub_11,2,0.00490064
pca,r,avatarRT_sub_13,2,-0.000212635
pca,r,avatarRT_sub_14,2,0.001789526
pca,r,avatarRT_sub_15,2,0.002401813
pca,r,avatarRT_sub_16,2,0.002164434
pca,r,avatarRT_sub_17,2,0.005550065
pca,r,avatarRT_sub_18,2,-0.002184376
pca,r,avatarRT_sub_19,2,0.001839132
pca,r,avatarRT_sub_21,2,0.000985537
pca,r,avatarRT_sub_22,2,0.010466929
pca,r,avatarRT_sub_23,2,0.00420774
pca,r,avatarRT_sub_24,2,-0.000265108
pca,r,avatarRT_sub_25,2,0.001285169
pca,r,avatarRT_sub_05,3,0.004847937
pca,r,avatarRT_sub_06,3,-0.004715861
pca,r,avatarRT_sub_07,3,0.003166185
pca,r,avatarRT_sub_08,3,0.01239055
pca,r,avatarRT_sub_10,3,0.003346874
pca,r,avatarRT_sub_11,3,0.004997336
pca,r,avatarRT_sub_13,3,-0.002016573
pca,r,avatarRT_sub_14,3,0.002403182
pca,r,avatarRT_sub_15,3,0.005522231
pca,r,avatarRT_sub_16,3,0.000452335
pca,r,avatarRT_sub_17,3,0.012298833
pca,r,avatarRT_sub_18,3,0.000685295
pca,r,avatarRT_sub_19,3,0.004627965
pca,r,avatarRT_sub_21,3,0.004129673
pca,r,avatarRT_sub_22,3,0.008990976
pca,r,avatarRT_sub_23,3,0.002263983
pca,r,avatarRT_sub_24,3,0.001290485
pca,r,avatarRT_sub_25,3,0.002275529
pca,r,avatarRT_sub_05,5,0.009710402
pca,r,avatarRT_sub_06,5,-8.77E-05
pca,r,avatarRT_sub_07,5,0.007834208
pca,r,avatarRT_sub_08,5,0.013016088
pca,r,avatarRT_sub_10,5,0.006204485
pca,r,avatarRT_sub_11,5,0.010849795
pca,r,avatarRT_sub_13,5,-0.002198946
pca,r,avatarRT_sub_14,5,0.003953632
pca,r,avatarRT_sub_15,5,0.005560405
pca,r,avatarRT_sub_16,5,0.002280458
pca,r,avatarRT_sub_17,5,0.012778751
pca,r,avatarRT_sub_18,5,0.001019963
pca,r,avatarRT_sub_19,5,0.009478683
pca,r,avatarRT_sub_21,5,0.006299342
pca,r,avatarRT_sub_22,5,0.008507701
pca,r,avatarRT_sub_23,5,0.00203528
pca,r,avatarRT_sub_24,5,0.003370498
pca,r,avatarRT_sub_25,5,0.002449078
pca,r,avatarRT_sub_05,10,0.011846432
pca,r,avatarRT_sub_06,10,0.001596285
pca,r,avatarRT_sub_07,10,0.008536452
pca,r,avatarRT_sub_08,10,0.010365904
pca,r,avatarRT_sub_10,10,0.005391085
pca,r,avatarRT_sub_11,10,0.014086237
pca,r,avatarRT_sub_13,10,0.0002487
pca,r,avatarRT_sub_14,10,0.004121582
pca,r,avatarRT_sub_15,10,0.007869952
pca,r,avatarRT_sub_16,10,0.003965289
pca,r,avatarRT_sub_17,10,0.014290616
pca,r,avatarRT_sub_18,10,0.005400054
pca,r,avatarRT_sub_19,10,0.011284603
pca,r,avatarRT_sub_21,10,0.008278641
pca,r,avatarRT_sub_22,10,0.010755091
pca,r,avatarRT_sub_23,10,0.003387294
pca,r,avatarRT_sub_24,10,0.003610369
pca,r,avatarRT_sub_25,10,0.005093071
pca,r,avatarRT_sub_05,15,0.015653762
pca,r,avatarRT_sub_06,15,0.003621127
pca,r,avatarRT_sub_07,15,0.009049615
pca,r,avatarRT_sub_08,15,0.013415703
pca,r,avatarRT_sub_10,15,0.004927929
pca,r,avatarRT_sub_11,15,0.014487725
pca,r,avatarRT_sub_13,15,4.69E-05
pca,r,avatarRT_sub_14,15,0.004305619
pca,r,avatarRT_sub_15,15,0.008506269
pca,r,avatarRT_sub_16,15,0.007116319
pca,r,avatarRT_sub_17,15,0.015180802
pca,r,avatarRT_sub_18,15,0.005684966
pca,r,avatarRT_sub_19,15,0.011940868
pca,r,avatarRT_sub_21,15,0.008266314
pca,r,avatarRT_sub_22,15,0.010463463
pca,r,avatarRT_sub_23,15,0.004791822
pca,r,avatarRT_sub_24,15,0.005212983
pca,r,avatarRT_sub_25,15,0.00562867
pca,r,avatarRT_sub_05,20,0.016331323
pca,r,avatarRT_sub_06,20,0.003344443
pca,r,avatarRT_sub_07,20,0.009529674
pca,r,avatarRT_sub_08,20,0.014867663
pca,r,avatarRT_sub_10,20,0.004630758
pca,r,avatarRT_sub_11,20,0.014550001
pca,r,avatarRT_sub_13,20,0.000300948
pca,r,avatarRT_sub_14,20,0.004467277
pca,r,avatarRT_sub_15,20,0.008493987
pca,r,avatarRT_sub_16,20,0.00842475
pca,r,avatarRT_sub_17,20,0.015403569
pca,r,avatarRT_sub_18,20,0.006202968
pca,r,avatarRT_sub_19,20,0.011958861
pca,r,avatarRT_sub_21,20,0.00828106
pca,r,avatarRT_sub_22,20,0.010497754
pca,r,avatarRT_sub_23,20,0.005457504
pca,r,avatarRT_sub_24,20,0.005083957
pca,r,avatarRT_sub_25,20,0.005404362
tphate,r,avatarRT_sub_05,2,0.046980367
tphate,r,avatarRT_sub_06,2,0.005678603
tphate,r,avatarRT_sub_07,2,0.019871196
tphate,r,avatarRT_sub_08,2,0.000823345
tphate,r,avatarRT_sub_10,2,0.004693228
tphate,r,avatarRT_sub_11,2,0.028270797
tphate,r,avatarRT_sub_13,2,0.000441909
tphate,r,avatarRT_sub_14,2,-0.001410698
tphate,r,avatarRT_sub_15,2,0.001083478
tphate,r,avatarRT_sub_16,2,0.006059491
tphate,r,avatarRT_sub_17,2,0.010600113
tphate,r,avatarRT_sub_18,2,0.004478747
tphate,r,avatarRT_sub_19,2,0.003764132
tphate,r,avatarRT_sub_21,2,0.008516211
tphate,r,avatarRT_sub_22,2,0.008773857
tphate,r,avatarRT_sub_23,2,0.012413447
tphate,r,avatarRT_sub_24,2,0.003778188
tphate,r,avatarRT_sub_25,2,0.004732046
tphate,r,avatarRT_sub_05,3,0.049388773
tphate,r,avatarRT_sub_06,3,0.008729798
tphate,r,avatarRT_sub_07,3,0.032346143
tphate,r,avatarRT_sub_08,3,0.022658912
tphate,r,avatarRT_sub_10,3,0.009641055
tphate,r,avatarRT_sub_11,3,0.012613612
tphate,r,avatarRT_sub_13,3,0.007716337
tphate,r,avatarRT_sub_14,3,-0.000939697
tphate,r,avatarRT_sub_15,3,0.000543975
tphate,r,avatarRT_sub_16,3,0.012560573
tphate,r,avatarRT_sub_17,3,0.027146036
tphate,r,avatarRT_sub_18,3,0.006312058
tphate,r,avatarRT_sub_19,3,0.016799908
tphate,r,avatarRT_sub_21,3,0.021229751
tphate,r,avatarRT_sub_22,3,0.013256611
tphate,r,avatarRT_sub_23,3,0.031681001
tphate,r,avatarRT_sub_24,3,0.010285099
tphate,r,avatarRT_sub_25,3,0.010217949
tphate,r,avatarRT_sub_05,5,0.052874853
tphate,r,avatarRT_sub_06,5,0.014799326
tphate,r,avatarRT_sub_07,5,0.030272995
tphate,r,avatarRT_sub_08,5,0.03115573
tphate,r,avatarRT_sub_10,5,0.009938536
tphate,r,avatarRT_sub_11,5,0.005614696
tphate,r,avatarRT_sub_13,5,0.01188364
tphate,r,avatarRT_sub_14,5,0.010174114
tphate,r,avatarRT_sub_15,5,0.009064547
tphate,r,avatarRT_sub_16,5,0.0154421
tphate,r,avatarRT_sub_17,5,0.045792447
tphate,r,avatarRT_sub_18,5,-0.001756767
tphate,r,avatarRT_sub_19,5,0.02629907
tphate,r,avatarRT_sub_21,5,0.025271185
tphate,r,avatarRT_sub_22,5,0.019619248
tphate,r,avatarRT_sub_23,5,0.042107556
tphate,r,avatarRT_sub_24,5,0.011540071
tphate,r,avatarRT_sub_25,5,0.015365414
tphate,r,avatarRT_sub_05,10,0.049291432
tphate,r,avatarRT_sub_06,10,0.020487988
tphate,r,avatarRT_sub_07,10,0.024259691
tphate,r,avatarRT_sub_08,10,0.031905048
tphate,r,avatarRT_sub_10,10,0.01010129
tphate,r,avatarRT_sub_11,10,0.020416183
tphate,r,avatarRT_sub_13,10,0.0103898
tphate,r,avatarRT_sub_14,10,0.012749563
tphate,r,avatarRT_sub_15,10,0.006758195
tphate,r,avatarRT_sub_16,10,0.004904638
tphate,r,avatarRT_sub_17,10,0.036032289
tphate,r,avatarRT_sub_18,10,7.05E-05
tphate,r,avatarRT_sub_19,10,0.0471773
tphate,r,avatarRT_sub_21,10,0.031123208
tphate,r,avatarRT_sub_22,10,0.02400366
tphate,r,avatarRT_sub_23,10,0.044939644
tphate,r,avatarRT_sub_24,10,0.007805496
tphate,r,avatarRT_sub_25,10,0.021489842
tphate,r,avatarRT_sub_05,15,0.048945782
tphate,r,avatarRT_sub_06,15,0.023803609
tphate,r,avatarRT_sub_07,15,0.027691117
tphate,r,avatarRT_sub_08,15,0.034414032
tphate,r,avatarRT_sub_10,15,0.01012123
tphate,r,avatarRT_sub_11,15,0.017675267
tphate,r,avatarRT_sub_13,15,0.009129636
tphate,r,avatarRT_sub_14,15,0.013330158
tphate,r,avatarRT_sub_15,15,0.007839449
tphate,r,avatarRT_sub_16,15,0.005155532
tphate,r,avatarRT_sub_17,15,0.045021956
tphate,r,avatarRT_sub_18,15,0.00710958
tphate,r,avatarRT_sub_19,15,0.050856881
tphate,r,avatarRT_sub_21,15,0.034570051
tphate,r,avatarRT_sub_22,15,0.02417069
tphate,r,avatarRT_sub_23,15,0.042999636
tphate,r,avatarRT_sub_24,15,0.008815155
tphate,r,avatarRT_sub_25,15,0.017314199
tphate,r,avatarRT_sub_05,20,0.049680289
tphate,r,avatarRT_sub_06,20,0.022546577
tphate,r,avatarRT_sub_07,20,0.026476207
tphate,r,avatarRT_sub_08,20,0.03423154
tphate,r,avatarRT_sub_10,20,0.00883563
tphate,r,avatarRT_sub_11,20,0.022798873
tphate,r,avatarRT_sub_13,20,0.009250871
tphate,r,avatarRT_sub_14,20,0.015042795
tphate,r,avatarRT_sub_15,20,0.007078313
tphate,r,avatarRT_sub_16,20,0.003463813
tphate,r,avatarRT_sub_17,20,0.048110437
tphate,r,avatarRT_sub_18,20,0.006279891
tphate,r,avatarRT_sub_19,20,0.050880253
tphate,r,avatarRT_sub_21,20,0.033405835
tphate,r,avatarRT_sub_22,20,0.024230058
tphate,r,avatarRT_sub_23,20,0.03961945
tphate,r,avatarRT_sub_24,20,0.012076919
tphate,r,avatarRT_sub_25,20,0.018842156
pca,z,avatarRT_sub_05,2,1.642076051
pca,z,avatarRT_sub_06,2,-1.391152582
pca,z,avatarRT_sub_07,2,2.162203388
pca,z,avatarRT_sub_08,2,1.128332544
pca,z,avatarRT_sub_10,2,1.33311751
pca,z,avatarRT_sub_11,2,2.741246782
pca,z,avatarRT_sub_13,2,-0.064617078
pca,z,avatarRT_sub_14,2,1.01397861
pca,z,avatarRT_sub_15,2,1.075406745
pca,z,avatarRT_sub_16,2,0.805912252
pca,z,avatarRT_sub_17,2,2.15883318
pca,z,avatarRT_sub_18,2,-1.088784525
pca,z,avatarRT_sub_19,2,0.948851217
pca,z,avatarRT_sub_21,2,0.54350303
pca,z,avatarRT_sub_22,2,5.746084816
pca,z,avatarRT_sub_23,2,2.169016503
pca,z,avatarRT_sub_24,2,-0.185351318
pca,z,avatarRT_sub_25,2,0.664910816
pca,z,avatarRT_sub_05,3,3.182879286
pca,z,avatarRT_sub_06,3,-2.085188189
pca,z,avatarRT_sub_07,3,1.709115718
pca,z,avatarRT_sub_08,3,3.391204158
pca,z,avatarRT_sub_10,3,1.598267103
pca,z,avatarRT_sub_11,3,3.522003913
pca,z,avatarRT_sub_13,3,-0.922997942
pca,z,avatarRT_sub_14,3,2.251515224
pca,z,avatarRT_sub_15,3,3.922212185
pca,z,avatarRT_sub_16,3,0.145774708
pca,z,avatarRT_sub_17,3,7.707794198
pca,z,avatarRT_sub_18,3,0.566525936
pca,z,avatarRT_sub_19,3,2.846805909
pca,z,avatarRT_sub_21,3,3.013572348
pca,z,avatarRT_sub_22,3,5.800162002
pca,z,avatarRT_sub_23,3,1.777017395
pca,z,avatarRT_sub_24,3,0.840374746
pca,z,avatarRT_sub_25,3,1.45775061
pca,z,avatarRT_sub_05,5,6.963738463
pca,z,avatarRT_sub_06,5,-0.044808601
pca,z,avatarRT_sub_07,5,4.671257586
pca,z,avatarRT_sub_08,5,3.668516838
pca,z,avatarRT_sub_10,5,3.329194327
pca,z,avatarRT_sub_11,5,7.943938753
pca,z,avatarRT_sub_13,5,-0.993388264
pca,z,avatarRT_sub_14,5,3.275156187
pca,z,avatarRT_sub_15,5,3.923577993
pca,z,avatarRT_sub_16,5,0.991978466
pca,z,avatarRT_sub_17,5,7.727086992
pca,z,avatarRT_sub_18,5,0.723815901
pca,z,avatarRT_sub_19,5,6.736237106
pca,z,avatarRT_sub_21,5,4.557844786
pca,z,avatarRT_sub_22,5,6.1598887
pca,z,avatarRT_sub_23,5,1.805258605
pca,z,avatarRT_sub_24,5,2.12573703
pca,z,avatarRT_sub_25,5,1.311860099
pca,z,avatarRT_sub_05,10,8.198577841
pca,z,avatarRT_sub_06,10,0.818589538
pca,z,avatarRT_sub_07,10,4.674857825
pca,z,avatarRT_sub_08,10,3.084911386
pca,z,avatarRT_sub_10,10,3.178910452
pca,z,avatarRT_sub_11,10,10.23903605
pca,z,avatarRT_sub_13,10,0.11762053
pca,z,avatarRT_sub_14,10,3.41830066
pca,z,avatarRT_sub_15,10,5.976327577
pca,z,avatarRT_sub_16,10,1.872502585
pca,z,avatarRT_sub_17,10,9.276773608
pca,z,avatarRT_sub_18,10,3.645399023
pca,z,avatarRT_sub_19,10,8.006291261
pca,z,avatarRT_sub_21,10,5.870389671
pca,z,avatarRT_sub_22,10,7.146118985
pca,z,avatarRT_sub_23,10,3.059772738
pca,z,avatarRT_sub_24,10,2.165736503
pca,z,avatarRT_sub_25,10,2.485418029
pca,z,avatarRT_sub_05,15,10.32527147
pca,z,avatarRT_sub_06,15,1.98991462
pca,z,avatarRT_sub_07,15,5.156992945
pca,z,avatarRT_sub_08,15,3.930319443
pca,z,avatarRT_sub_10,15,2.884059482
pca,z,avatarRT_sub_11,15,10.65511808
pca,z,avatarRT_sub_13,15,0.03276191
pca,z,avatarRT_sub_14,15,4.096857317
pca,z,avatarRT_sub_15,15,6.685724452
pca,z,avatarRT_sub_16,15,3.550320055
pca,z,avatarRT_sub_17,15,10.33861208
pca,z,avatarRT_sub_18,15,4.090165553
pca,z,avatarRT_sub_19,15,8.278684389
pca,z,avatarRT_sub_21,15,5.971089621
pca,z,avatarRT_sub_22,15,6.69680024
pca,z,avatarRT_sub_23,15,4.261580865
pca,z,avatarRT_sub_24,15,3.240929932
pca,z,avatarRT_sub_25,15,2.890151788
pca,z,avatarRT_sub_05,20,11.00285038
pca,z,avatarRT_sub_06,20,1.762500404
pca,z,avatarRT_sub_07,20,5.633343003
pca,z,avatarRT_sub_08,20,4.473369935
pca,z,avatarRT_sub_10,20,2.811136837
pca,z,avatarRT_sub_11,20,10.55718855
pca,z,avatarRT_sub_13,20,0.159917551
pca,z,avatarRT_sub_14,20,3.412045928
pca,z,avatarRT_sub_15,20,6.228722416
pca,z,avatarRT_sub_16,20,4.157237953
pca,z,avatarRT_sub_17,20,10.42756117
pca,z,avatarRT_sub_18,20,4.534889757
pca,z,avatarRT_sub_19,20,8.308893459
pca,z,avatarRT_sub_21,20,5.703439561
pca,z,avatarRT_sub_22,20,7.089468139
pca,z,avatarRT_sub_23,20,4.979159615
pca,z,avatarRT_sub_24,20,3.172222217
pca,z,avatarRT_sub_25,20,2.833246423
tphate,z,avatarRT_sub_05,2,19.7032854
tphate,z,avatarRT_sub_06,2,2.979040753
tphate,z,avatarRT_sub_07,2,10.22223289
tphate,z,avatarRT_sub_08,2,0.301878721
tphate,z,avatarRT_sub_10,2,2.543548768
tphate,z,avatarRT_sub_11,2,8.472727748
tphate,z,avatarRT_sub_13,2,0.146892605
tphate,z,avatarRT_sub_14,2,-0.220811332
tphate,z,avatarRT_sub_15,2,0.397893444
tphate,z,avatarRT_sub_16,2,1.090025391
tphate,z,avatarRT_sub_17,2,4.583361943
tphate,z,avatarRT_sub_18,2,2.64246514
tphate,z,avatarRT_sub_19,2,1.697500939
tphate,z,avatarRT_sub_21,2,4.845680705
tphate,z,avatarRT_sub_22,2,4.593896989
tphate,z,avatarRT_sub_23,2,7.187457036
tphate,z,avatarRT_sub_24,2,2.08312534
tphate,z,avatarRT_sub_25,2,1.451475852
tphate,z,avatarRT_sub_05,3,18.28805268
tphate,z,avatarRT_sub_06,3,5.459625306
tphate,z,avatarRT_sub_07,3,11.7194595
tphate,z,avatarRT_sub_08,3,6.181103142
tphate,z,avatarRT_sub_10,3,5.498602819
tphate,z,avatarRT_sub_11,3,3.330482689
tphate,z,avatarRT_sub_13,3,2.640188466
tphate,z,avatarRT_sub_14,3,-0.165655564
tphate,z,avatarRT_sub_15,3,0.209407758
tphate,z,avatarRT_sub_16,3,1.944406123
tphate,z,avatarRT_sub_17,3,11.30047242
tphate,z,avatarRT_sub_18,3,2.492015817
tphate,z,avatarRT_sub_19,3,11.6221769
tphate,z,avatarRT_sub_21,3,7.785651273
tphate,z,avatarRT_sub_22,3,7.897533893
tphate,z,avatarRT_sub_23,3,18.92956155
tphate,z,avatarRT_sub_24,3,4.888317876
tphate,z,avatarRT_sub_25,3,2.84695706
tphate,z,avatarRT_sub_05,5,18.4540321
tphate,z,avatarRT_sub_06,5,7.988831095
tphate,z,avatarRT_sub_07,5,9.622847641
tphate,z,avatarRT_sub_08,5,8.917267717
tphate,z,avatarRT_sub_10,5,5.40770324
tphate,z,avatarRT_sub_11,5,1.183335706
tphate,z,avatarRT_sub_13,5,3.142647649
tphate,z,avatarRT_sub_14,5,1.451594057
tphate,z,avatarRT_sub_15,5,2.776790815
tphate,z,avatarRT_sub_16,5,2.322300175
tphate,z,avatarRT_sub_17,5,19.55920285
tphate,z,avatarRT_sub_18,5,-0.631655807
tphate,z,avatarRT_sub_19,5,11.29546029
tphate,z,avatarRT_sub_21,5,9.62812413
tphate,z,avatarRT_sub_22,5,9.403611709
tphate,z,avatarRT_sub_23,5,15.94673763
tphate,z,avatarRT_sub_24,5,4.853887576
tphate,z,avatarRT_sub_25,5,4.984021518
tphate,z,avatarRT_sub_05,10,12.66622282
tphate,z,avatarRT_sub_06,10,10.5541114
tphate,z,avatarRT_sub_07,10,6.504160396
tphate,z,avatarRT_sub_08,10,9.1952532
tphate,z,avatarRT_sub_10,10,5.510756833
tphate,z,avatarRT_sub_11,10,3.250743051
tphate,z,avatarRT_sub_13,10,2.383951016
tphate,z,avatarRT_sub_14,10,1.872153196
tphate,z,avatarRT_sub_15,10,2.103927913
tphate,z,avatarRT_sub_16,10,0.73932713
tphate,z,avatarRT_sub_17,10,14.61411936
tphate,z,avatarRT_sub_18,10,0.051446873
tphate,z,avatarRT_sub_19,10,13.31453317
tphate,z,avatarRT_sub_21,10,9.455149116
tphate,z,avatarRT_sub_22,10,11.13005227
tphate,z,avatarRT_sub_23,10,17.06445517
tphate,z,avatarRT_sub_24,10,2.869457689
tphate,z,avatarRT_sub_25,10,5.703907417
tphate,z,avatarRT_sub_05,15,11.56978878
tphate,z,avatarRT_sub_06,15,10.22082098
tphate,z,avatarRT_sub_07,15,6.938945216
tphate,z,avatarRT_sub_08,15,8.750128512
tphate,z,avatarRT_sub_10,15,5.128667698
tphate,z,avatarRT_sub_11,15,2.880342219
tphate,z,avatarRT_sub_13,15,2.141027299
tphate,z,avatarRT_sub_14,15,1.99725717
tphate,z,avatarRT_sub_15,15,2.20578364
tphate,z,avatarRT_sub_16,15,0.746436216
tphate,z,avatarRT_sub_17,15,16.72818719
tphate,z,avatarRT_sub_18,15,2.13866454
tphate,z,avatarRT_sub_19,15,13.59313518
tphate,z,avatarRT_sub_21,15,9.833426028
tphate,z,avatarRT_sub_22,15,11.93740185
tphate,z,avatarRT_sub_23,15,16.39335257
tphate,z,avatarRT_sub_24,15,3.250412144
tphate,z,avatarRT_sub_25,15,4.608289241
tphate,z,avatarRT_sub_05,20,11.57784233
tphate,z,avatarRT_sub_06,20,9.468223758
tphate,z,avatarRT_sub_07,20,6.741833845
tphate,z,avatarRT_sub_08,20,8.381810022
tphate,z,avatarRT_sub_10,20,4.617583211
tphate,z,avatarRT_sub_11,20,3.32985244
tphate,z,avatarRT_sub_13,20,2.10388231
tphate,z,avatarRT_sub_14,20,2.12622251
tphate,z,avatarRT_sub_15,20,2.059334175
tphate,z,avatarRT_sub_16,20,0.466255725
tphate,z,avatarRT_sub_17,20,15.72135649
tphate,z,avatarRT_sub_18,20,1.816135496
tphate,z,avatarRT_sub_19,20,12.84047359
tphate,z,avatarRT_sub_21,20,8.951017844
tphate,z,avatarRT_sub_22,20,12.26589312
tphate,z,avatarRT_sub_23,20,16.40789691
tphate,z,avatarRT_sub_24,20,4.41998234
tphate,z,avatarRT_sub_25,20,4.469686132